[Header],
System,TOC-L syringe sparge,
S/W Version,1.00,
User,apaters1,
Date/Time,12/6/2022 9:49:08 AM,

[System],
Instrument Options,TOC/ASI/IC Unit/TN/Sparge Kit/,
Catalyst,Saline,
Cell Length,long,

[Data],
Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.,
Unknown,NPOC/TN,50 ppm C Standard,50 ppm C Standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 11:38:39 AM,1,3,NPOC,224.5,46.98,NPOC:47.10mg/L TN:0.7765mg/L,0.7371,0.33,0,50,
Unknown,NPOC/TN,50 ppm C Standard,50 ppm C Standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 11:30:01 AM,1,1,TN,0.1497,0.7823,NPOC:47.10mg/L TN:0.7765mg/L,0.05722,63.69,0,50,
Unknown,NPOC/TN,50 ppm C Standard,50 ppm C Standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 11:34:20 AM,1,2,TN,0.5706,0.8227,NPOC:47.10mg/L TN:0.7765mg/L,0.05722,63.69,1,50,
Unknown,NPOC/TN,50 ppm C Standard,50 ppm C Standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 11:38:39 AM,1,3,TN,0.08410,0.7760,NPOC:47.10mg/L TN:0.7765mg/L,0.05722,63.69,0,50,
Unknown,NPOC/TN,50 ppm C Standard,50 ppm C Standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 11:44:58 AM,1,4,TN,0.03570,0.7714,NPOC:47.10mg/L TN:0.7765mg/L,0.05722,63.69,0,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 11:53:39 AM,1,1,NPOC,31.03,6.366,NPOC:6.413mg/L TN:1.020mg/L,0.4398,1.41,0,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 11:57:57 AM,1,2,NPOC,30.97,6.353,NPOC:6.413mg/L TN:1.020mg/L,0.4398,1.41,0,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:02:14 PM,1,3,NPOC,29.87,6.122,NPOC:6.413mg/L TN:1.020mg/L,0.4398,1.41,1,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:06:33 PM,1,4,NPOC,31.76,6.519,NPOC:6.413mg/L TN:1.020mg/L,0.4398,1.41,0,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 11:53:39 AM,1,1,TN,3.423,1.096,NPOC:6.413mg/L TN:1.020mg/L,0.1374,5.22,1,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 11:57:57 AM,1,2,TN,2.506,1.008,NPOC:6.413mg/L TN:1.020mg/L,0.1374,5.22,0,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:02:14 PM,1,3,TN,2.608,1.018,NPOC:6.413mg/L TN:1.020mg/L,0.1374,5.22,0,50,
Unknown,NPOC/TN,14,14,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:06:33 PM,1,4,TN,2.778,1.034,NPOC:6.413mg/L TN:1.020mg/L,0.1374,5.22,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:15:21 PM,1,1,NPOC,30.14,6.179,NPOC:6.061mg/L TN:1.118mg/L,0.4885,1.65,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:19:38 PM,1,2,NPOC,30.49,6.252,NPOC:6.061mg/L TN:1.118mg/L,0.4885,1.65,1,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:23:57 PM,1,3,NPOC,29.27,5.996,NPOC:6.061mg/L TN:1.118mg/L,0.4885,1.65,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:28:16 PM,1,4,NPOC,29.32,6.007,NPOC:6.061mg/L TN:1.118mg/L,0.4885,1.65,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:15:21 PM,1,1,TN,3.782,1.131,NPOC:6.061mg/L TN:1.118mg/L,0.1172,3.21,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:19:38 PM,1,2,TN,3.621,1.115,NPOC:6.061mg/L TN:1.118mg/L,0.1172,3.21,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:23:57 PM,1,3,TN,3.554,1.109,NPOC:6.061mg/L TN:1.118mg/L,0.1172,3.21,0,50,
Unknown,NPOC/TN,16,16,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:28:16 PM,1,4,TN,3.275,1.082,NPOC:6.061mg/L TN:1.118mg/L,0.1172,3.21,1,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:37:14 PM,1,1,NPOC,55.97,11.60,NPOC:11.69mg/L TN:1.496mg/L,0.7363,1.31,0,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:41:31 PM,1,2,NPOC,55.94,11.60,NPOC:11.69mg/L TN:1.496mg/L,0.7363,1.31,0,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 12:45:56 PM,1,3,NPOC,57.23,11.87,NPOC:11.69mg/L TN:1.496mg/L,0.7363,1.31,0,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:37:14 PM,1,1,TN,7.518,1.489,NPOC:11.69mg/L TN:1.496mg/L,0.1729,2.28,0,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:41:31 PM,1,2,TN,7.793,1.515,NPOC:11.69mg/L TN:1.496mg/L,0.1729,2.28,0,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:45:56 PM,1,3,TN,7.474,1.485,NPOC:11.69mg/L TN:1.496mg/L,0.1729,2.28,0,50,
Unknown,NPOC/TN,12,12,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 12:52:15 PM,1,4,TN,0.03190,0.7710,NPOC:11.69mg/L TN:1.496mg/L,0.1729,2.28,1,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:01:04 PM,1,1,NPOC,124.2,25.93,NPOC:25.90mg/L TN:2.001mg/L,1.904,1.53,0,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:06:05 PM,1,2,NPOC,125.9,26.28,NPOC:25.90mg/L TN:2.001mg/L,1.904,1.53,0,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:10:22 PM,1,3,NPOC,122.1,25.49,NPOC:25.90mg/L TN:2.001mg/L,1.904,1.53,0,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:01:04 PM,1,1,TN,12.58,1.974,NPOC:25.90mg/L TN:2.001mg/L,0.3356,2.61,0,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:06:05 PM,1,2,TN,13.23,2.037,NPOC:25.90mg/L TN:2.001mg/L,0.3356,2.61,0,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:10:22 PM,1,3,TN,12.76,1.992,NPOC:25.90mg/L TN:2.001mg/L,0.3356,2.61,0,50,
Unknown,NPOC/TN,6,6,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:16:56 PM,1,4,TN,0.2868,0.7954,NPOC:25.90mg/L TN:2.001mg/L,0.3356,2.61,1,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:25:37 PM,1,1,NPOC,69.19,14.38,NPOC:14.45mg/L TN:1.188mg/L,0.4315,0.62,0,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:29:56 PM,1,2,NPOC,70.02,14.55,NPOC:14.45mg/L TN:1.188mg/L,0.4315,0.62,0,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:34:13 PM,1,3,NPOC,69.40,14.42,NPOC:14.45mg/L TN:1.188mg/L,0.4315,0.62,0,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:25:37 PM,1,1,TN,4.518,1.201,NPOC:14.45mg/L TN:1.188mg/L,0.1693,3.87,0,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:29:56 PM,1,2,TN,4.419,1.192,NPOC:14.45mg/L TN:1.188mg/L,0.1693,3.87,0,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:34:13 PM,1,3,TN,4.188,1.170,NPOC:14.45mg/L TN:1.188mg/L,0.1693,3.87,0,50,
Unknown,NPOC/TN,9,9,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:40:32 PM,1,4,TN,0.08640,0.7762,NPOC:14.45mg/L TN:1.188mg/L,0.1693,3.87,1,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:49:13 PM,1,1,NPOC,48.44,10.02,NPOC:10.12mg/L TN:1.190mg/L,0.6963,1.42,0,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:53:30 PM,1,2,NPOC,48.58,10.05,NPOC:10.12mg/L TN:1.190mg/L,0.6963,1.42,0,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 1:58:03 PM,1,3,NPOC,49.71,10.29,NPOC:10.12mg/L TN:1.190mg/L,0.6963,1.42,0,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:49:13 PM,1,1,TN,4.142,1.165,NPOC:10.12mg/L TN:1.190mg/L,0.2715,6.16,0,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:53:30 PM,1,2,TN,4.385,1.188,NPOC:10.12mg/L TN:1.190mg/L,0.2715,6.16,0,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 1:58:03 PM,1,3,TN,4.684,1.217,NPOC:10.12mg/L TN:1.190mg/L,0.2715,6.16,0,50,
Unknown,NPOC/TN,45,45,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:04:21 PM,1,4,TN,0.000,0.7679,NPOC:10.12mg/L TN:1.190mg/L,0.2715,6.16,1,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:13:13 PM,1,1,NPOC,65.83,13.67,NPOC:13.57mg/L TN:1.472mg/L,0.8429,1.29,0,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:17:32 PM,1,2,NPOC,65.83,13.67,NPOC:13.57mg/L TN:1.472mg/L,0.8429,1.29,0,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:21:51 PM,1,3,NPOC,64.37,13.37,NPOC:13.57mg/L TN:1.472mg/L,0.8429,1.29,0,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:13:13 PM,1,1,TN,7.503,1.488,NPOC:13.57mg/L TN:1.472mg/L,0.2040,2.78,0,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:17:32 PM,1,2,TN,7.412,1.479,NPOC:13.57mg/L TN:1.472mg/L,0.2040,2.78,0,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:21:51 PM,1,3,TN,7.113,1.450,NPOC:13.57mg/L TN:1.472mg/L,0.2040,2.78,0,50,
Unknown,NPOC/TN,22,22,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,12/1/2022 2:28:09 PM,1,4,TN,0.04330,0.7721,NPOC:13.57mg/L TN:1.472mg/L,0.2040,2.78,1,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:36:51 PM,1,1,NPOC,46.98,9.714,NPOC:9.727mg/L TN:1.066mg/L,0.8316,1.77,0,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:41:10 PM,1,2,NPOC,47.90,9.908,NPOC:9.727mg/L TN:1.066mg/L,0.8316,1.77,0,50,
Unknown,NPOC/TN,27,27,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,12/1/2022 2:45:40 PM,1,3,NPOC,48.95,10.13,NPOC:9.727mg/L TN:1.066mg/L,0.8316,1.77,1,50,
