"","Day","Month_num","Year","Area","Site","Plot","Plot_ID","rep","thaw_depth_cm","Month","date2"
"38","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X8",31,"06",2022-06-20
"39","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X9",37,"06",2022-06-20
"40","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X10",10,"06",2022-06-20
"41","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X11",22,"06",2022-06-20
"42","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X12",17,"06",2022-06-20
"43","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X13",14,"06",2022-06-20
"44","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X14",26,"06",2022-06-20
"45","20","Jun","2022","acidic tundra","Dry",3,"E-D3","X15",14,"06",2022-06-20
"46","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X1",16,"06",2022-06-20
"47","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X2",22,"06",2022-06-20
"48","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X3",33,"06",2022-06-20
"49","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X4",12,"06",2022-06-20
"50","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X5",20,"06",2022-06-20
"51","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X6",8,"06",2022-06-20
"52","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X7",16,"06",2022-06-20
"53","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X8",11,"06",2022-06-20
"54","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X9",10,"06",2022-06-20
"55","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X10",13,"06",2022-06-20
"56","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X11",22,"06",2022-06-20
"57","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X12",4,"06",2022-06-20
"58","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X13",7,"06",2022-06-20
"59","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X14",10,"06",2022-06-20
"60","20","Jun","2022","acidic tundra","Mesic",1,"E-M1","X15",11,"06",2022-06-20
"61","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X1",10,"06",2022-06-20
"62","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X2",8,"06",2022-06-20
"63","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X3",4,"06",2022-06-20
"64","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X4",6,"06",2022-06-20
"65","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X5",34,"06",2022-06-20
"66","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X6",27,"06",2022-06-20
"67","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X7",11,"06",2022-06-20
"68","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X8",10,"06",2022-06-20
"69","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X9",13,"06",2022-06-20
"70","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X10",35,"06",2022-06-20
"71","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X11",9,"06",2022-06-20
"72","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X12",14,"06",2022-06-20
"73","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X13",12,"06",2022-06-20
"74","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X14",26,"06",2022-06-20
"75","20","Jun","2022","acidic tundra","Mesic",2,"E-M2","X15",15,"06",2022-06-20
"76","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X1",12,"06",2022-06-20
"77","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X2",27,"06",2022-06-20
"78","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X3",12,"06",2022-06-20
"79","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X4",14,"06",2022-06-20
"80","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X5",10,"06",2022-06-20
"81","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X6",4,"06",2022-06-20
"82","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X7",7,"06",2022-06-20
"83","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X8",8,"06",2022-06-20
"84","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X9",11,"06",2022-06-20
"85","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X10",9,"06",2022-06-20
"86","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X11",11,"06",2022-06-20
"87","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X12",7,"06",2022-06-20
"88","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X13",13,"06",2022-06-20
"89","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X14",24,"06",2022-06-20
"90","20","Jun","2022","acidic tundra","Mesic",3,"E-M3","X15",12,"06",2022-06-20
"91","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X1",14,"06",2022-06-20
"92","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X2",17,"06",2022-06-20
"93","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X3",12,"06",2022-06-20
"94","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X4",11,"06",2022-06-20
"95","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X5",17,"06",2022-06-20
"96","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X6",11,"06",2022-06-20
"97","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X7",10,"06",2022-06-20
"98","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X8",8,"06",2022-06-20
"99","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X9",11,"06",2022-06-20
"100","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X10",3,"06",2022-06-20
"101","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X11",12,"06",2022-06-20
"102","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X12",12,"06",2022-06-20
"103","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X13",9,"06",2022-06-20
"104","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X14",9,"06",2022-06-20
"105","20","Jun","2022","acidic tundra","Hydric",1,"E-H1","X15",7,"06",2022-06-20
"106","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X1",17,"06",2022-06-20
"107","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X2",20,"06",2022-06-20
"108","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X3",22,"06",2022-06-20
"109","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X4",16,"06",2022-06-20
"110","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X5",14,"06",2022-06-20
"111","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X6",16,"06",2022-06-20
"112","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X7",16,"06",2022-06-20
"113","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X8",13,"06",2022-06-20
"114","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X9",13,"06",2022-06-20
"115","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X10",14,"06",2022-06-20
"116","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X11",18,"06",2022-06-20
"117","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X12",12,"06",2022-06-20
"118","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X13",14,"06",2022-06-20
"119","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X14",11,"06",2022-06-20
"120","20","Jun","2022","acidic tundra","Hydric",2,"E-H2","X15",10,"06",2022-06-20
"121","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X1",21,"06",2022-06-20
"122","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X2",17,"06",2022-06-20
"123","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X3",14,"06",2022-06-20
"124","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X4",11,"06",2022-06-20
"125","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X5",13,"06",2022-06-20
"126","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X6",30,"06",2022-06-20
"127","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X7",17,"06",2022-06-20
"128","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X8",9,"06",2022-06-20
"129","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X9",10,"06",2022-06-20
"130","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X10",6,"06",2022-06-20
"131","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X11",10,"06",2022-06-20
"132","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X12",8,"06",2022-06-20
"133","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X13",9,"06",2022-06-20
"134","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X14",5,"06",2022-06-20
"135","20","Jun","2022","acidic tundra","Hydric",3,"E-H3","X15",9,"06",2022-06-20
"136","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X1",10,"06",2022-06-21
"137","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X2",9,"06",2022-06-21
"138","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X3",9,"06",2022-06-21
"139","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X4",9,"06",2022-06-21
"140","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X5",10,"06",2022-06-21
"141","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X6",11,"06",2022-06-21
"142","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X7",9,"06",2022-06-21
"143","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X8",11,"06",2022-06-21
"144","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X9",12,"06",2022-06-21
"145","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X10",7,"06",2022-06-21
"146","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X11",13,"06",2022-06-21
"147","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X12",12,"06",2022-06-21
"148","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X13",13,"06",2022-06-21
"149","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X14",8,"06",2022-06-21
"150","21","Jun","2022","non-acidic tundra","Dry",1,"W-D1","X15",14,"06",2022-06-21
"151","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X1",16,"06",2022-06-21
"152","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X2",11,"06",2022-06-21
"153","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X3",16,"06",2022-06-21
"154","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X4",19,"06",2022-06-21
"155","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X5",13,"06",2022-06-21
"156","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X6",12,"06",2022-06-21
"157","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X7",13,"06",2022-06-21
"158","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X8",8,"06",2022-06-21
"159","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X9",10,"06",2022-06-21
"160","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X10",9,"06",2022-06-21
"161","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X11",13,"06",2022-06-21
"162","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X12",18,"06",2022-06-21
"163","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X13",12,"06",2022-06-21
"164","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X14",13,"06",2022-06-21
"165","21","Jun","2022","non-acidic tundra","Dry",2,"W-D2","X15",12,"06",2022-06-21
"166","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X1",13,"06",2022-06-21
"167","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X2",4,"06",2022-06-21
"168","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X3",14,"06",2022-06-21
"169","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X4",13,"06",2022-06-21
"170","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X5",11,"06",2022-06-21
"171","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X6",13,"06",2022-06-21
"172","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X7",12,"06",2022-06-21
"173","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X8",9,"06",2022-06-21
"174","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X9",11,"06",2022-06-21
"175","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X10",11,"06",2022-06-21
"176","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X11",8,"06",2022-06-21
"177","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X12",12,"06",2022-06-21
"178","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X13",10,"06",2022-06-21
"179","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X14",10,"06",2022-06-21
"180","21","Jun","2022","non-acidic tundra","Dry",3,"W-D3","X15",8,"06",2022-06-21
"181","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X1",18,"06",2022-06-21
"182","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X2",16,"06",2022-06-21
"183","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X3",17,"06",2022-06-21
"184","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X4",14,"06",2022-06-21
"185","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X5",13,"06",2022-06-21
"186","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X6",19,"06",2022-06-21
"187","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X7",11,"06",2022-06-21
"188","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X8",13,"06",2022-06-21
"189","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X9",10,"06",2022-06-21
"190","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X10",13,"06",2022-06-21
"191","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X11",29,"06",2022-06-21
"192","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X12",12,"06",2022-06-21
"193","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X13",13,"06",2022-06-21
"194","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X14",15,"06",2022-06-21
"195","21","Jun","2022","non-acidic tundra","Mesic",1,"W-M1","X15",16,"06",2022-06-21
"196","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X1",9,"06",2022-06-21
"197","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X2",18,"06",2022-06-21
"198","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X3",13,"06",2022-06-21
"199","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X4",11,"06",2022-06-21
"200","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X5",16,"06",2022-06-21
"201","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X6",19,"06",2022-06-21
"202","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X7",16,"06",2022-06-21
"203","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X8",11,"06",2022-06-21
"204","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X9",14,"06",2022-06-21
"205","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X10",17,"06",2022-06-21
"206","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X11",30,"06",2022-06-21
"207","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X12",24,"06",2022-06-21
"208","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X13",14,"06",2022-06-21
"209","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X14",15,"06",2022-06-21
"210","21","Jun","2022","non-acidic tundra","Mesic",2,"W-M2","X15",19,"06",2022-06-21
"211","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X1",12,"06",2022-06-21
"212","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X2",11,"06",2022-06-21
"213","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X3",12,"06",2022-06-21
"214","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X4",10,"06",2022-06-21
"215","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X5",20,"06",2022-06-21
"216","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X6",12,"06",2022-06-21
"217","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X7",11,"06",2022-06-21
"218","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X8",23,"06",2022-06-21
"219","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X9",18,"06",2022-06-21
"220","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X10",17,"06",2022-06-21
"221","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X11",20,"06",2022-06-21
"222","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X12",16,"06",2022-06-21
"223","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X13",22,"06",2022-06-21
"224","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X14",21,"06",2022-06-21
"225","21","Jun","2022","non-acidic tundra","Mesic",3,"W-M3","X15",22,"06",2022-06-21
"226","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X1",20,"06",2022-06-21
"227","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X2",17,"06",2022-06-21
"228","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X3",22,"06",2022-06-21
"229","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X4",26,"06",2022-06-21
"230","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X5",28,"06",2022-06-21
"231","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X6",23,"06",2022-06-21
"232","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X7",24,"06",2022-06-21
"233","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X8",27,"06",2022-06-21
"234","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X9",29,"06",2022-06-21
"235","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X10",26,"06",2022-06-21
"236","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X11",30,"06",2022-06-21
"237","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X12",22,"06",2022-06-21
"238","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X13",30,"06",2022-06-21
"239","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X14",30,"06",2022-06-21
"240","21","Jun","2022","non-acidic tundra","Hydric",1,"W-H1","X15",20,"06",2022-06-21
"241","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X1",26,"06",2022-06-21
"242","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X2",21,"06",2022-06-21
"243","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X3",26,"06",2022-06-21
"244","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X4",23,"06",2022-06-21
"245","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X5",42,"06",2022-06-21
"246","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X6",20,"06",2022-06-21
"247","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X7",30,"06",2022-06-21
"248","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X8",30,"06",2022-06-21
"249","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X9",23,"06",2022-06-21
"250","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X10",27,"06",2022-06-21
"251","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X11",26,"06",2022-06-21
"252","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X12",25,"06",2022-06-21
"253","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X13",30,"06",2022-06-21
"254","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X14",20,"06",2022-06-21
"255","21","Jun","2022","non-acidic tundra","Hydric",2,"W-H2","X15",19,"06",2022-06-21
"256","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X1",24,"06",2022-06-21
"257","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X2",16,"06",2022-06-21
"258","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X3",17,"06",2022-06-21
"259","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X4",23,"06",2022-06-21
"260","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X5",22,"06",2022-06-21
"261","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X6",28,"06",2022-06-21
"262","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X7",23,"06",2022-06-21
"263","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X8",25,"06",2022-06-21
"264","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X9",21,"06",2022-06-21
"265","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X10",16,"06",2022-06-21
"266","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X11",20,"06",2022-06-21
"267","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X12",12,"06",2022-06-21
"268","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X13",20,"06",2022-06-21
"269","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X14",28,"06",2022-06-21
"270","21","Jun","2022","non-acidic tundra","Hydric",3,"W-H3","X15",28,"06",2022-06-21
"271","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X1",6,"06",2022-06-27
"272","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X2",13,"06",2022-06-27
"273","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X3",8,"06",2022-06-27
"274","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X4",11,"06",2022-06-27
"275","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X5",6,"06",2022-06-27
"276","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X6",19,"06",2022-06-27
"277","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X7",11,"06",2022-06-27
"278","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X8",27,"06",2022-06-27
"279","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X9",18,"06",2022-06-27
"280","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X10",18,"06",2022-06-27
"281","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X11",8,"06",2022-06-27
"282","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X12",13,"06",2022-06-27
"283","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X13",36,"06",2022-06-27
"284","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X14",34,"06",2022-06-27
"285","27","Jun","2022","acidic tundra","Dry",1,"E-D1","X15",25,"06",2022-06-27
"286","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X1",10,"06",2022-06-27
"287","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X2",13,"06",2022-06-27
"288","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X3",34,"06",2022-06-27
"289","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X4",31,"06",2022-06-27
"290","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X5",24,"06",2022-06-27
"291","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X6",12,"06",2022-06-27
"292","27","Jun","2022","acidic tundra","Dry",2,"E-D2","X7",12,"06",2022-06-27
